"id","price","city","address","property_size","property_type","air_conditioning","fitness_centre","roof_terrace","parking","swimming_pool","garden","security_system","elevator"
1909,"1131052.0","Paris","75016 Paris","947.0","Condo/Apartment",False,False,False,True,False,False,False,True
1910,"216422.0","Paris","75012 Paris","194.0","Condo/Apartment",False,False,False,False,False,False,False,False
1912,"326265.0","Paris","75018 Paris","355.0","Condo/Apartment",False,False,False,False,False,False,False,True
1913,"1402939.0","Paris","75004 Paris","1001.0","Condo/Apartment",False,False,False,False,False,False,False,True
1914,"783036.0","Paris","75001 Paris","452.0","Condo/Apartment",False,False,False,False,False,False,False,True
1915,"1270258.0","Paris","75010 Paris","1356.0","Condo/Apartment",False,False,True,False,False,False,False,True
1916,"17944574.0","Paris","Place du Trocadéro et du 11 Novembre, 16th (Trocadéro - Etoile - Passy) HH-15730267","4715.0","Condo/Apartment",True,False,True,True,False,False,False,True
1917,"868952.0","Paris","75020 Paris","1012.0","Condo/Apartment",False,False,False,False,False,False,False,True
1918,"343666.0","Paris","75014 Paris","344.0","Condo/Apartment",False,False,True,True,False,False,False,True
1919,"821100.0","Paris","Paris","775.0","Condo/Apartment",True,False,False,False,False,False,False,False
1920,"3643292.0","Paris","75006 Paris","2185.0","Condo/Apartment",False,False,False,False,False,False,False,True
1922,"1413815.0","Paris","75015 Paris","1378.0","Condo/Apartment",False,False,False,True,False,False,False,True
1923,"640567.0","Paris","75015 Paris","560.0","Condo/Apartment",False,False,True,False,False,False,False,True
1925,"717783.0","Paris","75008 Paris","635.0","Condo/Apartment",False,False,False,False,False,True,False,False
1926,"337140.0","Paris","75015 Paris","226.0","Condo/Apartment",False,False,False,False,False,False,False,False
1927,"4730842.0","Paris","75116 Paris","2303.0","Condo/Apartment",False,False,True,False,False,False,False,True
214,"9301500.0","London","Thurlow Road, Hampstead, London NW3","883","8",False,True,False,False,False,True,False,False
1929,"1125614.0","Paris","75016 Paris","947.0","Condo/Apartment",False,False,False,False,False,False,False,True
316,"7312500.0","London","Hampstead, London, NW3","883","Semi-Detached",False,False,False,False,False,False,False,False
1931,"641654.0","Paris","75008 Paris","570.0","Condo/Apartment",False,False,False,False,False,False,False,True
321,"7546500.0","London","Roedean Crescent, Putney, London, SW15","883","Detached",False,True,False,False,False,True,False,False
1933,"1011421.0","Paris","Paris","1141.0","Condo/Apartment",False,False,False,False,False,False,False,False
1934,"5057107.0","Paris","75116 Paris","2196.0","Condo/Apartment",False,False,True,False,False,True,False,True
1935,"826538.0","Paris","75003 Paris","495.0","Condo/Apartment",False,False,False,False,False,False,False,True
1936,"500273.0","Paris","75018 Paris","452.0","Condo/Apartment",False,False,False,False,False,False,False,True
1937,"922242.0","Paris","75011 Paris","969.0","Condo/Apartment",False,False,True,True,False,False,False,True
647,"4621500.0","London","Woodstock Mews","883","House",False,False,False,False,False,False,False,False
1940,"4295822.0","Paris","75016 Paris","2110.0","Attic",False,False,True,True,False,False,False,True
1941,"1087550.0","Paris","75016 Paris","538.0","Condo/Apartment",False,False,True,False,False,False,False,True
1942,"831976.0","Paris","75001 Paris","506.0","Condo/Apartment",True,False,False,False,False,False,False,True
1943,"299076.0","Paris","75018 Paris","366.0","Condo/Apartment",False,False,False,False,False,False,False,True
1944,"679719.0","Paris","75014 Paris","538.0","Condo/Apartment",False,False,False,True,False,True,False,True
1945,"598152.0","Paris","75017 Paris","549.0","Condo/Apartment",False,False,False,False,False,False,False,True
1946,"706907.0","Paris","75017 Paris","850.0","Condo/Apartment",False,False,True,True,False,False,False,True
1947,"386080.0","Paris","Paris","452.0","Condo/Apartment",False,False,False,False,False,False,False,True
1948,"532899.0","Paris","75017 Paris","420.0","Condo/Apartment",False,False,False,False,False,False,False,True
1949,"902666.0","Paris","75016 Paris","721.0","Condo/Apartment",False,False,True,False,False,False,False,True
1950,"2164224.0","Paris","4th arrondissement","1141.0","Condo/Apartment",False,False,False,False,False,False,False,True
1951,"11761853.0","Paris","75016 Paris","5909.0","Duplex",False,False,False,False,False,True,False,True
1952,"923330.0","Paris","75014 Paris","1163.0","Condo/Apartment",False,False,False,False,False,False,False,True
1953,"674281.0","Paris","75020 Paris","753.0","Condo/Apartment",False,False,True,True,False,False,False,True
1954,"1729204.0","Paris","Paris","1550.0","Condo/Apartment",False,False,False,False,False,False,False,False
1955,"822188.0","Paris","Paris","646.0","Condo/Apartment",False,False,False,False,False,False,False,False
1956,"995108.0","Paris","Paris","614.0","Condo/Apartment",False,False,True,False,False,False,False,True
1957,"1884180.0","Paris","75016 Paris","1098.0","Condo/Apartment",False,False,False,False,False,False,False,True
1960,"761285.0","Paris","75016 Paris","549.0","Condo/Apartment",False,False,False,False,False,True,False,False
1963,"554650.0","Paris","75015 Paris","506.0","Condo/Apartment",False,False,True,False,False,False,False,False
1964,"946168.0","Paris","75006 Paris","646.0","Condo/Apartment",False,False,False,False,False,False,False,True
1965,"1022297.0","Paris","9th arrondissement of Paris","624.0","Condo/Apartment",False,False,False,False,False,False,False,True
1966,"1261558.0","Paris","75001 Paris","678.0","Condo/Apartment",False,False,True,False,False,False,False,True
1967,"760197.0","Paris","75012 Paris","721.0","Condo/Apartment",False,False,False,True,False,False,False,True
1968,"962482.0","Paris","75018 Paris","786.0","Condo/Apartment",False,False,False,False,False,False,False,True
1970,"1071237.0","Paris","75016 Paris","1023.0","Condo/Apartment",False,False,False,False,False,False,False,True
1972,"619903.0","Paris","75020 Paris","990.0","Condo/Apartment",False,False,False,False,False,False,False,False
1974,"309952.0","Paris","75016 Paris","248.0","Condo/Apartment",False,False,False,False,False,False,False,True
1975,"107667.0","Paris","Paris","97.0","Condo/Apartment",False,False,False,False,False,False,False,True
1976,"201197.0","Paris","11th arrondissement of Paris","183.0","Condo/Apartment",False,False,False,False,False,False,False,True
1977,"2011967.0","Paris","75116 Paris","1345.0","Condo/Apartment",False,False,False,False,False,False,False,False
1978,"2065257.0","Paris","Paris","1324.0","Condo/Apartment",False,False,False,False,False,False,False,True
442,"5850000.0","London","Lonsdale Square, 
Barnsbury, N1","883","End of Terrace",False,False,True,True,False,False,False,False
633,"4679998.83","London","Church Mount, Hampstead Garden Suburb","883","Detached",False,False,False,True,False,True,False,False
639,"4680000.0","London","Easterby Villas, Beverley Road, Barnes, London, SW13","883","Town House",False,False,False,True,False,True,False,False
1982,"215335.0","Paris","75010 Paris","194.0","Condo/Apartment",False,False,False,False,False,False,False,True
1983,"783036.0","Paris","75017 Paris","700.0","Condo/Apartment",False,False,False,False,False,False,False,True
1984,"950084.0","Paris","75013 Paris","872.0","Condo/Apartment",False,False,True,True,False,False,False,False
698,"4680000.0","London","Townshend Road, St John's Wood","883","End of Terrace",False,False,True,False,False,True,False,False
1986,"215335.0","Paris","20th arrondissement","237.0","Studio apartment",False,False,False,False,False,False,False,True
1987,"1076674.0","Paris","75011 Paris","958.0","Condo/Apartment",False,False,False,False,False,False,False,True
701,"4680000.0","London","Windermere Avenue, Finchley","883","Detached",False,False,False,False,False,False,False,False
1989,"364329.0","Paris","75020 Paris","603.0","Condo/Apartment",False,False,False,False,False,False,False,False
703,"4680000.0","London","The Avenue, Wanstead, E11","883","Detached",False,False,False,True,False,True,False,False
1991,"11854294.0","Paris","Paris","3412.0","House",False,False,False,True,False,False,False,False
713,"4908150.0","London","Knightsbridge, SW7","883","Mews",True,True,False,True,True,False,False,False
1993,"288201.0","Paris","75020 Paris","344.0","Condo/Apartment",False,False,False,False,False,False,False,True
1995,"345841.0","Paris","75001 Paris","161.0","Condo/Apartment",False,False,False,False,False,False,False,True
1996,"542687.0","Paris","75017 Paris","377.0","Condo/Apartment",False,False,False,False,False,False,False,True
1998,"233823.0","Paris","75013 Paris","237.0","Studio apartment",False,False,False,False,False,False,False,False
1999,"281675.0","Paris","75020 Paris","269.0","Condo/Apartment",False,False,False,False,False,False,False,True
2001,"1250682.0","Paris","Place du Trocadéro et du 11 Novembre, 16th (Trocadéro - Etoile - Passy) HH-15289442","1076.0","Condo/Apartment",False,False,True,True,False,False,False,False
2002,"477936.0","Paris","75020 Paris","431.0","Condo/Apartment",False,False,False,True,False,False,False,True
2004,"401306.0","Paris","75015 Paris","409.0","Condo/Apartment",False,False,False,False,False,True,False,True
2006,"1054923.0","Paris","75015 Paris","1044.0","Condo/Apartment",False,False,False,True,False,False,False,True
2008,"651442.0","Paris","75018 Paris","700.0","Condo/Apartment",False,False,False,False,False,False,False,True
2009,"407831.0","Paris","75017 Paris","366.0","Studio apartment",False,False,False,False,False,False,False,True
2012,"261012.0","Paris","75016 Paris","194.0","Condo/Apartment",False,False,False,False,False,False,False,True
2013,"799349.0","Paris","75013 Paris","743.0","Condo/Apartment",False,False,False,True,False,True,False,True
2014,"423057.0","Paris","75018 Paris","355.0","Condo/Apartment",False,False,False,False,False,False,False,True
2015,"380642.0","Paris","75001 Paris","258.0","Condo/Apartment",False,False,False,False,False,False,False,False
2019,"1413815.0","Paris","Monnaie","1421.0","Condo/Apartment",True,False,False,True,False,False,False,False
2020,"1620449.0","Paris","Paris","1076.0","Condo/Apartment",True,False,False,False,False,False,False,False
2021,"1968465.0","Paris","75017 Paris","1453.0","Condo/Apartment",False,False,False,False,False,False,False,True
2023,"576401.0","Paris","75016 Paris","441.0","Condo/Apartment",False,False,False,False,False,False,False,True
2025,"407831.0","Paris","75013 Paris","517.0","Condo/Apartment",False,False,True,False,False,False,False,False
727,"1872000.0","London","Lothair Road North, Finsbury Park, London, N4","883","Terraced",True,False,False,False,False,False,False,False
737,"5265000.0","London","Bedford Gardens, London, W8","883","End of Terrace",False,False,False,True,False,True,True,False
2028,"1033172.0","Paris","75016 Paris","1119.0","Condo/Apartment",False,False,False,True,False,False,False,True
2029,"1946714.0","Paris","75016 Paris","1442.0","Condo/Apartment",False,False,True,True,False,False,False,True
2031,"701470.0","Paris","Paris","570.0","Condo/Apartment",False,False,False,False,False,False,False,False
2032,"465471.0","Paris","75013 Paris","689.0","Condo/Apartment",False,False,False,True,False,False,False,False
2033,"1884180.0","Paris","75016 Paris","1098.0","Condo/Apartment",False,False,False,False,False,False,False,True
2034,"913542.0","Paris","11th arrondissement of Paris","700.0","Condo/Apartment",False,False,False,True,False,False,False,False
754,"994500.0","London","Maidstone Road, London, N11","883","Terraced",False,False,False,False,False,True,False,False
761,"5557500.0","London","Hilltop Road, West Hampstead, NW6","883","House",False,False,False,True,False,True,False,False
2037,"1326811.0","Paris","75014 Paris","883.0","Condo/Apartment",False,False,False,True,False,False,False,False
767,"5674500.0","London","Wool Road, Wimbledon, SW20","883","Detached",False,False,False,True,False,False,False,False
2040,"2903758.0","Paris","75116 Paris","1916.0","Condo/Apartment",False,False,False,True,False,False,False,True
2041,"1566072.0","Paris","75116 Paris","1302.0","Condo/Apartment",False,False,False,False,False,False,False,True
2042,"1239807.0","Paris","75015 Paris","1292.0","Condo/Apartment",False,False,True,True,False,False,False,True
2044,"565526.0","Paris","75008 Paris","592.0","Condo/Apartment",False,False,False,False,False,False,False,True
2045,"647092.0","Paris","75015 Paris","689.0","Condo/Apartment",False,False,False,False,False,False,False,True
2047,"1305060.0","Paris","75017 Paris","1152.0","Condo/Apartment",False,False,False,False,False,False,False,True
2048,"570964.0","Paris","75017 Paris","570.0","Condo/Apartment",False,False,False,False,False,False,False,True
2054,"141381.0","Paris","75011 Paris","140.0","Condo/Apartment",False,False,False,False,False,False,False,True
2055,"901579.0","Paris","75015 Paris","1044.0","Condo/Apartment",False,False,True,True,False,False,False,True
2057,"1305060.0","Paris","75006 Paris","969.0","Condo/Apartment",False,False,True,False,False,False,False,False
2059,"456771.0","Paris","75004 Paris","248.0","Condo/Apartment",False,False,False,False,False,False,False,False
2061,"761285.0","Paris","75017 Paris","818.0","Condo/Apartment",False,False,False,False,False,False,False,True
2062,"4785220.0","Paris","75008 Paris","2034.0","Condo/Apartment",True,False,True,False,False,False,False,False
2064,"1033172.0","Paris","75016 Paris","775.0","Condo/Apartment",False,False,False,False,False,False,False,True
2065,"630779.0","Paris","75013 Paris","732.0","Condo/Apartment",False,False,False,True,False,False,False,True
2066,"1734642.0","Paris","75016 Paris","1249.0","Condo/Apartment",False,False,False,False,False,False,False,True
2067,"2033718.0","Paris","75006 Paris","1561.0","Condo/Apartment",False,False,False,False,False,False,False,True
2068,"815662.0","Paris","75008 Paris","506.0","Condo/Apartment",False,False,False,False,False,False,False,True
2069,"1685702.0","Paris","75006 Paris","797.0","Condo/Apartment",True,False,False,True,False,False,False,True
2070,"478522.0","Paris","75018 Paris","495.0","Condo/Apartment",False,False,True,False,False,False,False,False
2072,"815662.0","Paris","75004 Paris","710.0","Condo/Apartment",False,False,False,False,False,False,False,False
2073,"2338232.0","Paris","Paris","1453.0","Condo/Apartment",False,False,False,False,False,False,False,True
2074,"560088.0","Paris","75006 Paris","344.0","Condo/Apartment",False,False,False,False,False,False,False,False
2075,"842851.0","Paris","75014 Paris","743.0","Condo/Apartment",False,False,True,False,False,False,False,True
2076,"2120722.0","Paris","75016 Paris","1690.0","Condo/Apartment",True,False,True,False,False,False,False,True
788,"5850000.0","London","Vineyard Hill Road, Wimbledon, London, SW19","883","Detached",False,True,False,False,False,False,False,False
2079,"1305060.0","Paris","75005 Paris","592.0","Condo/Apartment",False,False,False,False,False,False,False,True
2080,"281675.0","Paris","75010 Paris","248.0","Condo/Apartment",False,False,False,False,False,False,False,True
2081,"13703129.0","Paris","75016 Paris","3897.0","Condo/Apartment",True,False,True,True,False,False,False,True
2082,"1196305.0","Paris","75014 Paris","947.0","Condo/Apartment",False,False,False,True,False,False,False,False
790,"2310750.0","London","Poplar Grove, London, W6","883","Terraced",False,False,False,False,False,False,False,False
2084,"1772706.0","Paris","75006 Paris","1087.0","Condo/Apartment",True,False,False,False,False,False,False,False
2085,"2164224.0","Paris","4th arrondissement","1184.0","Condo/Apartment",False,False,True,False,False,False,False,True
791,"5850000.0","London","Upper Park Road, Belsize Park, NW3","883","House",False,False,False,False,False,True,False,False
793,"5850000.0","London","Parfitt Close, Hampstead, NW3","883","House",False,False,False,True,False,True,False,False
807,"5967000.0","London","Platts Lane, Hampstead, NW3","883","House",False,False,False,True,False,True,False,False
2089,"1141927.0","Paris","75006 Paris","732.0","Condo/Apartment",False,False,True,False,False,False,False,True
2092,"668843.0","Paris","75010 Paris","635.0","Condo/Apartment",False,False,False,False,False,False,False,True
2093,"317021.0","Paris","75013 Paris","291.0","Studio apartment",False,False,True,False,False,False,False,True
2094,"1141927.0","Paris","Paris","1012.0","Condo/Apartment",False,False,True,False,False,False,False,True
2095,"1729204.0","Paris","75017 Paris","1302.0","Condo/Apartment",False,False,False,False,False,False,False,True
2096,"8156625.0","Paris","75016 Paris","3046.0","Mansion house",True,False,False,True,False,True,False,False
2098,"520936.0","Paris","75016 Paris","398.0","Condo/Apartment",False,False,True,False,False,False,False,True
2099,"304514.0","Paris","75018 Paris","388.0","Condo/Apartment",False,False,True,False,False,False,False,True
2100,"108755.0","Paris","75008 Paris","129.0","Condo/Apartment",False,False,True,False,False,False,False,False
2101,"2055469.0","Paris","Paris","1184.0","Condo/Apartment",False,False,True,True,False,False,False,True
2102,"271887.0","Paris","75015 Paris","301.0","Condo/Apartment",False,False,False,False,False,False,False,True
2105,"3240899.0","Paris","75016 Paris","2583.0","Condo/Apartment",True,False,False,False,False,False,False,True
2106,"1413815.0","Paris","75017 Paris","1087.0","Condo/Apartment",False,False,False,False,False,False,False,True
2107,"700382.0","Paris","75016 Paris","753.0","Condo/Apartment",False,False,False,False,False,False,False,True
2108,"2164224.0","Paris","75007 Paris","1302.0","Condo/Apartment",False,False,True,False,False,False,False,True
5007,"543666.0","Lisbon","Lisbon","947.0","Condo/Apartment",True,False,True,False,False,False,False,True
2111,"17944574.0","Paris","75016 Paris","4715.0","Condo/Apartment",True,False,True,True,False,False,False,True
2112,"1190867.0","Paris","75008 Paris","646.0","Condo/Apartment",True,False,False,False,False,False,False,True
2113,"473084.0","Paris","9th arrondissement of Paris","301.0","Condo/Apartment",False,False,False,False,False,True,False,False
2114,"2990762.0","Paris","75008 Paris","1442.0","Condo/Apartment",True,False,False,False,False,False,False,True
2116,"901579.0","Paris","75014 Paris","915.0","Condo/Apartment",False,False,False,True,False,False,False,False
2117,"1479068.0","Paris","75015 Paris","872.0","Condo/Apartment",False,False,False,False,False,False,False,True
2118,"325177.0","Paris","3rd arrondissement","280.0","Condo/Apartment",False,False,False,False,False,False,False,True
2120,"2055469.0","Paris","75015 Paris","1862.0","Condo/Apartment",False,False,True,True,False,False,False,True
2122,"696032.0","Paris","75004 Paris","484.0","Condo/Apartment",False,False,True,False,False,False,False,False
2123,"984233.0","Paris","75016 Paris","678.0","Condo/Apartment",False,False,True,False,False,False,False,True
2124,"527462.0","Paris","75013 Paris","969.0","Condo/Apartment",False,False,False,False,False,False,False,True
2125,"2392610.0","Paris","75007 Paris","1625.0","Condo/Apartment",False,False,False,True,False,False,False,True
2127,"1250682.0","Paris","75006 Paris","624.0","Condo/Apartment",False,False,True,False,False,False,False,True
808,"614250.0","London","Macclesfield Road, London, SE25","883","Terraced",False,False,False,False,False,False,False,False
2130,"575314.0","Paris","75017 Paris","323.0","Condo/Apartment",True,False,False,False,False,False,False,True
2131,"1935839.0","Paris","75006 Paris","732.0","Condo/Apartment",True,False,False,False,False,False,False,False
811,"6142500.0","London","Keats Grove, Hampstead Village","883","Semi-Detached",False,False,False,True,False,False,False,False
2133,"4893975.0","Paris","75006 Paris","1227.0","Condo/Apartment",True,False,False,False,False,True,False,True
815,"6259500.0","London","Elm Walk, Hampstead","883","Detached",False,False,False,True,False,True,False,False
2135,"143557.0","Paris","75013 Paris","108.0","Condo/Apartment",False,False,False,False,False,False,False,True
2136,"1521482.0","Paris","75019 Paris","1991.0","House",False,False,False,False,False,True,False,False
2137,"2283855.0","Paris","75006 Paris","1173.0","Condo/Apartment",False,False,False,True,False,False,False,True
2138,"859164.0","Paris","75016 Paris","829.0","Condo/Apartment",False,False,False,False,False,False,False,True
817,"2632500.0","London","Park Hill, Clapham","883","Semi-Detached",False,False,False,False,False,False,False,False
827,"6507540.0","London","Seymour Walk, London, SW10","883","House",False,False,True,False,False,True,False,False
2141,"5100609.0","Paris","75006 Paris","1808.0","Condo/Apartment",False,False,False,False,False,False,False,True
833,"6552000.0","London","Park Hill, Clapham","883","Detached",False,True,False,False,False,False,False,False
2143,"1576947.0","Paris","75007 Paris","926.0","Condo/Apartment",False,False,False,False,False,False,False,True
834,"2340000.0","London","Wyndham Yard, London, W1H","883","Mews",False,False,False,True,False,False,True,False
2145,"3425782.0","Paris","75007 Paris","1421.0","Condo/Apartment",True,False,True,False,False,False,False,True
2146,"1712891.0","Paris","75016 Paris","1367.0","Condo/Apartment",False,False,True,True,False,False,False,True
2147,"2229477.0","Paris","75008 Paris","1690.0","Condo/Apartment",False,False,False,False,False,False,False,True
2148,"1413815.0","Paris","75006 Paris","1561.0","Condo/Apartment",False,False,False,True,False,False,False,False
2149,"1408377.0","Paris","4 Rue Manin, 19e Arrondissement","883.0","Terraced apartment",False,False,False,False,False,False,False,False
2150,"3393156.0","Paris","75016 Paris","2594.0","Condo/Apartment",False,False,False,False,False,False,False,True
1280,"1631325.0","Paris","75009 Paris","883","Condo/Apartment",False,False,True,False,False,False,False,True
2152,"565526.0","Paris","75007 Paris","409.0","Condo/Apartment",False,False,False,False,False,False,False,True
842,"1521000.0","London","Hillcrest Road, South Woodford","883","Semi-Detached",False,False,True,False,False,True,False,False
2154,"978795.0","Paris","75016 Paris","732.0","Condo/Apartment",False,False,True,False,False,False,False,True
2155,"1027735.0","Paris","Paris","861.0","Condo/Apartment",True,False,False,False,False,False,False,False
2156,"734096.0","Paris","75010 Paris","861.0","Condo/Apartment",False,False,False,False,False,False,False,True
2159,"674281.0","Paris","75013 Paris","829.0","Condo/Apartment",False,False,False,False,False,False,False,True
2163,"853727.0","Paris","75016 Paris","775.0","Condo/Apartment",False,False,False,False,False,True,False,False
2165,"706907.0","Paris","75011 Paris","657.0","Condo/Apartment",False,False,False,False,False,False,False,True
2171,"1332249.0","Paris","75018 Paris","689.0","Condo/Apartment",False,False,True,False,False,False,False,False
2176,"1065799.0","Paris","75016 Paris","1076.0","Condo/Apartment",False,False,True,False,False,False,False,True
2126,"769985.0","Paris","75016 Paris","420.0","Condo/Apartment",False,False,False,False,False,False,False,False
856,"7020000.0","London","20 King's Mews, London, WC1N 2JB","883","House",False,False,False,False,False,False,False,False
2179,"1845572.0","Paris","75015 Paris","1281.0","Condo/Apartment",False,False,False,True,False,False,False,True
2181,"723221.0","Paris","75016 Paris","732.0","Condo/Apartment",False,False,False,False,False,False,False,True
2182,"674281.0","Paris","75019 Paris","904.0","Condo/Apartment",False,False,True,True,False,False,False,True
2183,"1250682.0","Paris","75018 Paris","1259.0","Condo/Apartment",False,False,False,False,False,True,False,True
2184,"962482.0","Paris","75018 Paris","969.0","Condo/Apartment",False,False,True,False,False,True,False,True
2185,"647092.0","Paris","75013 Paris","635.0","Condo/Apartment",False,False,True,False,False,False,False,True
2186,"1522570.0","Paris","75013 Paris","1335.0","House",False,False,False,True,False,False,False,False
2187,"108211.0","Paris","75001 Paris","75.0","Condo/Apartment",False,False,False,False,False,False,False,True
2188,"1517132.0","Paris","75007 Paris","818.0","Condo/Apartment",True,False,True,True,False,False,False,True
2221,"1141927.0","Madrid","47 Calle de Maldonado","883","Condo/Apartment",True,False,False,False,False,False,False,True
2190,"1190867.0","Paris","Paris","1044.0","Condo/Apartment",False,False,False,False,False,False,False,False
2191,"2153349.0","Paris","75008 Paris","1636.0","Condo/Apartment",False,False,False,False,False,False,False,True
2192,"3132144.0","Paris","75008 Paris","1615.0","Condo/Apartment",True,False,True,False,False,False,False,True
2193,"935293.0","Paris","75016 Paris","732.0","Condo/Apartment",False,False,False,False,False,True,False,True
2194,"1196305.0","Paris","75015 Paris","872.0","Condo/Apartment",False,False,True,False,False,False,False,True
2197,"2392610.0","Paris","75017 Paris","1755.0","Condo/Apartment",False,False,False,False,False,True,False,True
2198,"727571.0","Paris","75016 Paris","786.0","Condo/Apartment",False,False,True,False,False,False,False,True
2199,"3023389.0","Paris","75007 Paris","1539.0","Condo/Apartment",False,False,False,False,False,False,False,True
2201,"2392610.0","Paris","75008 Paris","1755.0","Condo/Apartment",False,False,False,False,False,True,False,True
2202,"79391.0","Paris","75004 Paris","323.0","Condo/Apartment",False,False,False,False,False,False,False,False
2203,"2495927.0","Paris","75016 Paris","1787.0","House",False,False,True,False,False,False,False,False
2204,"1305060.0","Paris","75009 Paris","1496.0","Condo/Apartment",False,True,False,False,False,True,False,True
2205,"2599244.0","Paris","75016 Paris","1884.0","Condo/Apartment",False,False,True,False,False,False,False,True
2206,"1065799.0","Paris","75016 Paris","936.0","Condo/Apartment",False,False,True,False,False,False,False,False
2207,"6688432.0","Paris","Paris","2153.0","Condo/Apartment",False,False,False,False,False,False,False,True
2208,"4023935.0","Paris","75016 Paris","3800.0","Condo/Apartment",False,False,True,False,False,False,False,True
2209,"970095.0","Paris","75019 Paris","915.0","Condo/Apartment",True,False,False,True,False,False,False,True
2210,"2164224.0","Paris","8 Pl. de l'Hôtel de Ville, Paris","947.0","Furnished apartment",False,False,False,True,False,False,False,False
2211,"1315935.0","Paris","75006 Paris","775.0","Condo/Apartment",False,False,False,False,False,False,False,False
2212,"3251774.0","Paris","75016 Paris","2034.0","Condo/Apartment",True,False,True,False,False,False,False,True
2213,"9461685.0","Paris","75007 Paris","3767.0","Condo/Apartment",False,False,True,True,False,False,False,True
2214,"11908672.0","Paris","75016 Paris","3186.0","Condo/Apartment",False,True,False,True,False,False,False,False
2215,"5274617.0","Paris","75016 Paris","2314.0","Condo/Apartment",False,False,False,True,False,False,False,True
2216,"1033172.0","Paris","75015 Paris","936.0","Condo/Apartment",False,False,False,False,False,False,False,True
2217,"5655260.0","Paris","9th arrondissement of Paris","1711.0","Duplex",False,False,True,False,False,False,False,True
2218,"2169662.0","Paris","75011 Paris","1841.0","Condo/Apartment",False,False,False,False,False,False,False,True
2220,"252312.0","Madrid","28022 Madrid","484.0","Duplex",True,False,False,False,False,False,False,False
2222,"1620449.0","Madrid","28043 Madrid","2594.0","Condo/Apartment",True,False,False,True,True,False,False,True
2223,"5426874.0","Madrid","110 Av. de la Victoria","10226.0","Mansion house",True,True,False,True,True,True,False,False
2224,"901579.0","Madrid","Madrid","678.0","Condo/Apartment",True,False,False,True,False,False,False,False
2225,"3045140.0","Madrid","28001 Madrid","2196.0","Condo/Apartment",True,True,False,False,False,False,False,True
2226,"2392610.0","Madrid","Calle de Fernando el Santo, 7, 28010 Madrid, Spain, chamberí","1851.0","Condo/Apartment",True,False,False,False,False,False,False,True
2227,"413269.0","Madrid","28022 Madrid","775.0","Property",True,False,False,False,False,False,False,False
2228,"1076674.0","Madrid","Madrid","6028.0","House",True,False,False,True,True,True,False,False
2229,"4132690.0","Madrid","Madrid","2497.0","Condo/Apartment",True,False,False,False,False,False,False,True
2230,"1250682.0","Madrid","Calle de Puerto Rico","1528.0","Ground-floor apartment with garden",True,False,False,False,False,True,False,True
2231,"500273.0","Madrid","28028 Madrid","506.0","Condo/Apartment",True,False,True,False,False,False,False,False
2232,"282763.0","Madrid","28047 Madrid","818.0","Condo/Apartment",True,False,False,False,False,False,False,True
2233,"4893975.0","Madrid","28001 Madrid","3132.0","Condo/Apartment",True,False,True,False,False,False,False,True
2234,"6851565.0","Madrid","28010 Madrid","3843.0","Condo/Apartment",True,False,False,True,False,False,False,True
2235,"4061999.0","Madrid","28006 Madrid","3434.0","Attic",True,False,False,True,False,False,False,True
2236,"1222624.0","Madrid","28004 Madrid","1690.0","Condo/Apartment",True,False,True,False,False,False,False,True
2237,"3208272.0","Madrid","28036 Madrid","3940.0","Condo/Apartment",True,False,False,True,True,True,False,False
2238,"3045140.0","Madrid","28001 Madrid","2196.0","Condo/Apartment",True,True,True,False,False,True,False,True
2239,"542687.0","Madrid","28012 Madrid","904.0","Condo/Apartment",False,False,True,False,False,False,False,False
2240,"885266.0","Madrid","28045 Madrid","1410.0","Condo/Apartment",True,True,False,True,True,True,False,True
2241,"4078312.0","Madrid","28006 Madrid","2626.0","Condo/Apartment",True,False,False,False,False,False,False,True
2242,"1957590.0","Madrid","28001 Madrid","1206.0","Condo/Apartment",True,False,False,True,False,False,False,True
2243,"760197.0","Madrid","Madrid","980.0","Condo/Apartment",True,False,False,False,False,False,False,True
2244,"1032085.0","Madrid","28005 Madrid","1313.0","Condo/Apartment",True,False,True,False,False,False,False,True
2245,"206417.0","Madrid","Madrid","721.0","Condo/Apartment",False,False,True,False,False,False,False,False
2246,"1740080.0","Madrid","28046 Madrid","1991.0","Condo/Apartment",True,False,False,False,False,False,False,True
2247,"2827630.0","Madrid","Madrid","3229.0","Condo/Apartment",True,False,True,False,False,False,False,True
2248,"538337.0","Madrid","Madrid","797.0","Condo/Apartment",False,False,False,False,False,False,False,True
2249,"2338232.0","Madrid","28004 Madrid","1636.0","Condo/Apartment",True,False,True,True,False,False,False,True
2250,"1348562.0","Madrid","28046 Madrid","1528.0","Condo/Apartment",True,False,False,False,False,False,False,True
2251,"2718875.0","Madrid","28023 Madrid","5823.0","Chalet",True,False,False,True,True,False,False,True
2252,"5818392.0","Madrid","28006 Madrid","3821.0","Condo/Apartment",True,True,True,True,True,False,False,True
2253,"1728117.0","Madrid","28014 Madrid","1389.0","Condo/Apartment",True,False,False,False,False,False,False,True
2254,"1468192.0","Madrid","28009 Madrid","1238.0","Condo/Apartment",True,False,False,False,False,False,False,True
2255,"788474.0","Madrid","28013 Madrid","1044.0","Condo/Apartment",True,False,False,False,False,False,False,False
2256,"651442.0","Madrid","Madrid","947.0","Condo/Apartment",True,False,False,False,False,False,False,True
